rule_name,article_name,article_text
"(ред. от 31.07.2023) (с изм. и доп., вступ. в силу с 26.10.2023)","Статья 2. Отношения, регулируемые семейным законодательством","(в ред. Федерального  закона  от 30.12.2015 N 457-ФЗ) (см. текст в предыдущей  редакции ) Семейное законодательство устанавливает порядок осуществления и защиты семейных прав, условия и порядок вступления в брак, прекращения брака и признания его недействительным, регулирует личные неимущественные и имущественные отношения между членами семьи: супругами, родителями и детьми (усыновителями и усыновленными), а в случаях и в пределах, предусмотренных семейным законодательством, между другими родственниками и иными лицами, определяет порядок выявления детей, оставшихся без попечения родителей, формы и порядок их устройства в семью, а также их временного устройства, в том числе в организацию для детей-сирот и детей, оставшихся без попечения родителей."
"(ред. от 31.07.2023) (с изм. и доп., вступ. в силу с 26.10.2023)",Статья 1. Основные начала семейного законодательства,"1. Семья, материнство, отцовство и детство в Российской Федерации находятся под защитой государства. Семейное законодательство исходит из необходимости укрепления семьи, построения семейных отношений на чувствах взаимной любви и уважения, взаимопомощи и ответственности перед семьей всех ее членов, недопустимости произвольного вмешательства кого-либо в дела семьи, обеспечения беспрепятственного осуществления членами семьи своих прав, возможности судебной защиты этих прав. КонсультантПлюс: примечание. П. 2 ст. 1  не применяется  к бракам, совершенным по религиозным обрядам на оккупированных территориях бывшего СССР в период ВОВ, до восстановления на этих территориях органов ЗАГС. 2. Признается брак, заключенный только в  органах  записи актов гражданского состояния. 3. Регулирование семейных отношений осуществляется в соответствии с принципами добровольности брачного союза мужчины и женщины, равенства прав супругов в семье, разрешения внутрисемейных вопросов по взаимному согласию, приоритета семейного воспитания детей, заботы об их благосостоянии и развитии, обеспечения приоритетной защиты прав и интересов несовершеннолетних и нетрудоспособных членов семьи. 4. Запрещаются любые формы ограничения прав граждан при вступлении в брак и в семейных отношениях по признакам социальной, расовой, национальной, языковой или религиозной принадлежности. Права граждан в семье могут быть ограничены только на основании федерального  закона  и только в той мере, в какой это необходимо в целях защиты нравственности, здоровья, прав и законных интересов других членов семьи и иных граждан."
"(ред. от 31.07.2023) (с изм. и доп., вступ. в силу с 26.10.2023)","Статья 3. Семейное законодательство и иные акты, содержащие нормы семейного права","1. В соответствии с  Конституцией  Российской Федерации семейное законодательство находится в совместном ведении Российской Федерации и субъектов Российской Федерации. 2. Семейное законодательство состоит из настоящего Кодекса и принимаемых в соответствии с ним других федеральных законов (далее - законы), а также законов субъектов Российской Федерации. Законы субъектов Российской Федерации регулируют семейные отношения, которые указаны в  статье 2  настоящего Кодекса, по вопросам, отнесенным к ведению субъектов Российской Федерации настоящим Кодексом, и по вопросам, непосредственно настоящим Кодексом не урегулированным. Нормы семейного права, содержащиеся в законах субъектов Российской Федерации, должны соответствовать настоящему Кодексу. 3. На основании и во исполнение настоящего Кодекса, других законов, указов Президента Российской Федерации Правительство Российской Федерации вправе принимать нормативные правовые акты в случаях, непосредственно предусмотренных настоящим Кодексом, другими законами, указами Президента Российской Федерации."
О внесении изменения в статью 1151 части третьей Гражданского кодекса Российской Федерации,Статья 2,"Настоящий Федеральный закон вступает в силу со дня его официального опубликования. Президент Российской Федерации В.ПУТИН Москва, Кремль 23 июля 2013 года N 223-ФЗ"
"(ред. от 31.07.2023) (с изм. и доп., вступ. в силу с 26.10.2023)",Раздел I. Общие положения,
"(ред. от 31.07.2023) (с изм. и доп., вступ. в силу с 26.10.2023)",Глава 1. Семейное законодательство,
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 7,"Внести в Федеральный  закон  от 29 декабря 2000 года N 162-ФЗ ""О знамени Вооруженных Сил Российской Федерации, знамени Военно-Морского Флота, знаменах иных видов Вооруженных Сил Российской Федерации и знаменах других войск"" (Собрание законодательства Российской Федерации, 2001, N 1, ст. 14; 2003, N 27, ст. 2700, 2705; 2004, N 27, ст. 2711; 2005, N 10, ст. 763) следующие изменения: 1) в  наименовании  слова ""знаменах других войск"" заменить словами ""знамени внутренних войск Министерства внутренних дел Российской Федерации""; 2)  преамбулу  изложить в следующей редакции: ""Настоящим Федеральным законом устанавливаются знамя Вооруженных Сил Российской Федерации, знамя Военно-Морского Флота, знамена иных видов Вооруженных Сил Российской Федерации и знамя внутренних войск Министерства внутренних дел Российской Федерации.""; 3)  статью 1  изложить в следующей редакции: ""Статья 1. Знамя Вооруженных Сил Российской Федерации, знамя Военно-Морского Флота, знамена иных видов Вооруженных Сил Российской Федерации и знамя внутренних войск Министерства внутренних дел Российской Федерации являются официальными символами и воинскими реликвиями Вооруженных Сил Российской Федерации, Военно-Морского Флота, иных видов Вооруженных Сил Российской Федерации и внутренних войск Министерства внутренних дел Российской Федерации.""; 4)  статью 5  изложить в следующей редакции: ""Статья 5. Положения о знаменах видов Вооруженных Сил Российской Федерации (кроме Военно-Морского Флота) и о знамени внутренних войск Министерства внутренних дел Российской Федерации, их описания и рисунки утверждаются Президентом Российской Федерации.""."
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 6,"Абзац тринадцатый подпункта 3 пункта 3 статьи 21  Бюджетного кодекса Российской Федерации (Собрание законодательства Российской Федерации, 1998, N 31, ст. 3823; 2005, N 52, ст. 5589; 2007, N 18, ст. 2117; 2008, N 29, ст. 3418; 2009, N 1, ст. 18; N 15, ст. 1780) изложить в следующей редакции: ""модернизация внутренних войск, спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, а также правоохранительных и иных органов;""."
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 5,"Пункт 1 статьи 2  Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"" (Собрание законодательства Российской Федерации, 1998, N 13, ст. 1475; 2000, N 46, ст. 4537; 2002, N 30, ст. 3033; 2003, N 27, ст. 2700; N 46, ст. 4437; 2004, N 18, ст. 1687; N 27, ст. 2711; 2005, N 10, ст. 763; N 14, ст. 1212; 2007, N 50, ст. 6241) изложить в следующей редакции: ""1. Военная служба - особый вид федеральной государственной службы, исполняемой гражданами, не имеющими гражданства (подданства) иностранного государства, в Вооруженных Силах Российской Федерации и во внутренних войсках Министерства внутренних дел Российской Федерации (далее - другие войска), в инженерно-технических, дорожно-строительных воинских формированиях при федеральных органах исполнительной власти и в спасательных воинских формированиях федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны (далее - воинские формирования), Службе внешней разведки Российской Федерации, органах федеральной службы безопасности, федеральных органах государственной охраны и федеральном органе обеспечения мобилизационной подготовки органов государственной власти Российской Федерации (далее - органы), воинских подразделениях федеральной противопожарной службы и создаваемых на военное время специальных формированиях, а гражданами, имеющими гражданство (подданство) иностранного государства, и иностранными гражданами - в Вооруженных Силах Российской Федерации, других войсках и воинских формированиях.""."
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 4,"Внести в Федеральный  закон  от 12 февраля 1998 года N 28-ФЗ ""О гражданской обороне"" (Собрание законодательства Российской Федерации, 1998, N 7, ст. 799; 2002, N 41, ст. 3970; 2004, N 25, ст. 2482; N 35, ст. 3607; 2007, N 26, ст. 3076) следующие изменения: 1)  абзац пятый статьи 5  изложить в следующей редакции: ""утверждает структуру, состав спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, штатную численность военнослужащих указанных воинских формирований и положение о спасательных воинских формированиях федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны;""; 2)  абзацы второй  и  третий подпункта 2 статьи 12  изложить в следующей редакции: ""Территориальные органы - региональные центры по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий и органы, уполномоченные решать задачи гражданской обороны и задачи по предупреждению и ликвидации чрезвычайных ситуаций по субъектам Российской Федерации, комплектуются военнослужащими спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, лицами начальствующего состава федеральной противопожарной службы и гражданским персоналом. Руководители указанных территориальных органов назначаются в установленном порядке руководителем федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, из числа военнослужащих спасательных воинских формирований этого федерального органа исполнительной власти, лиц начальствующего состава федеральной противопожарной службы и гражданского персонала, за исключением лиц, назначаемых на должность и освобождаемых от должности Президентом Российской Федерации;""; 3)  пункт 1 статьи 15  изложить в следующей редакции: ""1. Силы гражданской обороны - спасательные воинские формирования федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, подразделения федеральной противопожарной службы, аварийно-спасательные формирования и спасательные службы, а также создаваемые на военное время в целях решения задач в области гражданской обороны специальные формирования.""; 4)  статью 16  изложить в следующей редакции: ""Статья 16. Основы деятельности спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны 1. На вооружении спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, находится специальная техника, а также боевое ручное стрелковое и холодное оружие. 2. Военнослужащим спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, выдаются удостоверения личности установленного образца, подтверждающие их статус, и международные отличительные знаки гражданской обороны. 3. Военнослужащие спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, могут проходить службу на воинских должностях или не на воинских должностях в указанном федеральном органе исполнительной власти, его территориальных органах и организациях. 4. Деятельность спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, комплектование их военнослужащими и гражданским персоналом, социальная защита военнослужащих и членов их семей, а также финансирование деятельности указанных воинских формирований осуществляется в соответствии с законодательством Российской Федерации. 5. Деятельность спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, осуществляется с момента объявления состояния войны, фактического начала военных действий или введения Президентом Российской Федерации военного положения на территории Российской Федерации или в отдельных ее местностях, а также в мирное время при стихийных бедствиях, эпидемиях, эпизоотиях, крупных авариях, катастрофах, ставящих под угрозу здоровье населения и требующих проведения аварийно-спасательных и других неотложных работ.""; 5)  пункт 1 статьи 18  изложить в следующей редакции: ""1. Обеспечение мероприятий по гражданской обороне и защите населения, осуществляемых федеральными органами исполнительной власти, в том числе содержание спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, является расходным обязательством Российской Федерации.""."
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 3,"Пункт 2 статьи 58  Федерального закона от 8 января 1998 года N 3-ФЗ ""О наркотических средствах и психотропных веществах"" (Собрание законодательства Российской Федерации, 1998, N 2, ст. 219; 2002, N 30, ст. 3033; 2003, N 27, ст. 2700; 2009, N 29, ст. 3614) изложить в следующей редакции: ""2. Контроль за исполнением настоящего Федерального закона в системе органов федеральной службы безопасности, органов внутренних дел, федеральной противопожарной службе, во внутренних войсках Министерства внутренних дел Российской Федерации, в Вооруженных Силах Российской Федерации, в спасательных воинских формированиях федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, осуществляется соответствующими федеральными органами исполнительной власти, в подчинении которых имеются воинские формирования или учреждения.""."
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 1,"Подпункт ""и"" статьи 10  Федерального закона от 21 декабря 1994 года N 68-ФЗ ""О защите населения и территорий от чрезвычайных ситуаций природного и техногенного характера"" (Собрание законодательства Российской Федерации, 1994, N 35, ст. 3648; 2004, N 35, ст. 3607; 2006, N 50, ст. 5284) изложить в следующей редакции: ""и) определяет порядок привлечения спасательных воинских формирований федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны, к предупреждению и ликвидации чрезвычайных ситуаций;""."
О саморегулируемых организациях в сфере финансового рынка,Статья 34. Утратила силу,(см. текст в предыдущей  редакции )
О внесении изменений в отдельные законодательные акты Российской Федерации,Статья 2,"Внести в  статью 1  Федерального закона от 31 мая 1996 года N 61-ФЗ ""Об обороне"" (Собрание законодательства Российской Федерации, 1996, N 23, ст. 2750; 2000, N 1, ст. 6; 2003, N 27, ст. 2700; 2004, N 27, ст. 2711; 2005, N 10, ст. 763; 2006, N 50, ст. 5279; 2007, N 27, ст. 3213; 2008, N 29, ст. 3418) следующие изменения: 1) в  пункте 5  слова "", войска гражданской обороны"" исключить; 2)  пункт 6  изложить в следующей редакции: ""6. Для выполнения отдельных задач в области обороны привлекаются инженерно-технические, дорожно-строительные воинские формирования при федеральных органах исполнительной власти и спасательные воинские формирования федерального органа исполнительной власти, уполномоченного на решение задач в области гражданской обороны (далее - воинские формирования), Служба внешней разведки Российской Федерации, органы федеральной службы безопасности, федеральные органы государственной охраны, федеральный орган обеспечения мобилизационной подготовки органов государственной власти Российской Федерации (далее - органы), а также создаваемые на военное время специальные формирования.""."
О саморегулируемых организациях в сфере финансового рынка,Статья 35. Порядок вступления в силу настоящего Федерального закона,"1. Настоящий Федеральный закон вступает в силу по истечении ста восьмидесяти дней после дня его официального опубликования. (в ред. Федерального  закона  от 03.07.2016 N 292-ФЗ) (см. текст в предыдущей  редакции ) 2. Утратил силу. - Федеральный  закон  от 03.07.2016 N 292-ФЗ. (см. текст в предыдущей  редакции ) Президент Российской Федерации В.ПУТИН Москва, Кремль 13 июля 2015 года N 223-ФЗ"
О внесении изменения в статью 1151 части третьей Гражданского кодекса Российской Федерации,Статья 1,"Внести в  пункт 2 статьи 1151  части третьей Гражданского кодекса Российской Федерации (Собрание законодательства Российской Федерации, 2001, N 49, ст. 4552; 2007, N 49, ст. 6042) изменение, изложив его в следующей редакции: ""2. В порядке наследования по закону в собственность городского или сельского поселения, муниципального района (в части межселенных территорий) либо городского округа переходит следующее выморочное имущество, находящееся на соответствующей территории: жилое помещение; земельный участок, а также расположенные на нем здания, сооружения, иные объекты недвижимого имущества; доля в праве общей долевой собственности на указанные в абзацах втором и третьем настоящего пункта объекты недвижимого имущества. Если указанные объекты расположены в субъекте Российской Федерации - городе федерального значения Москве или Санкт-Петербурге, они переходят в собственность такого субъекта Российской Федерации. Жилое помещение, указанное в абзаце втором настоящего пункта, включается в соответствующий жилищный фонд социального использования. Иное выморочное имущество переходит в порядке наследования по закону в собственность Российской Федерации.""."
О саморегулируемых организациях в сфере финансового рынка,Статья 33. Заключительные положения,"1. Для некоммерческих организаций, осуществляющих не менее одного года ко дню вступления в силу настоящего Федерального закона деятельность в статусе саморегулируемой организации профессиональных участников рынка ценных бумаг, созданной в соответствии с Федеральным  законом  от 22 апреля 1996 года N 39-ФЗ ""О рынке ценных бумаг"", саморегулируемой организации управляющих компаний, созданной в соответствии с Федеральным  законом  от 29 ноября 2001 года N 156-ФЗ ""Об инвестиционных фондах"", саморегулируемой организации микрофинансовых организаций, созданной в соответствии с Федеральным  законом  от 2 июля 2010 года N 151-ФЗ ""О микрофинансовой деятельности и микрофинансовых организациях"", саморегулируемой организации негосударственных пенсионных фондов, созданной в соответствии с Федеральным  законом  от 7 мая 1998 года N 75-ФЗ ""О негосударственных пенсионных фондах"", саморегулируемой организации жилищных накопительных кооперативов, созданной в соответствии с Федеральным  законом  от 30 декабря 2004 года N 215-ФЗ ""О жилищных накопительных кооперативах"", требования настоящего Федерального закона о достаточном количестве финансовых организаций для получения статуса саморегулируемой организации, установленные  пунктом 1 части 4 статьи 3  настоящего Федерального закона, о наличии утвержденных Банком России базовых стандартов, установленные  статьей 5  настоящего Федерального закона, требования к руководителю саморегулируемой организации, установленные  статьей 24  настоящего Федерального закона, применяются по истечении двух лет со дня вступления в силу настоящего Федерального закона. (в ред. Федерального  закона  от 28.12.2017 N 426-ФЗ) (см. текст в предыдущей  редакции ) 1.1. Для некоммерческих организаций, осуществляющих не менее одного года ко дню вступления в силу настоящего Федерального закона деятельность в статусе саморегулируемой организации сельскохозяйственных кредитных потребительских кооперативов, созданной в соответствии с Федеральным  законом  от 1 декабря 2007 года N 315-ФЗ ""О саморегулируемых организациях"", требования настоящего Федерального закона о достаточном количестве финансовых организаций для получения статуса саморегулируемой организации, установленные  пунктом 1 части 4 статьи 3  настоящего Федерального закона, о наличии утвержденных Банком России базовых стандартов, установленные  статьей 5  настоящего Федерального закона, требования к руководителю саморегулируемой организации, установленные  статьей 24  настоящего Федерального закона, применяются с 1 января 2020 года. (часть 1.1 введена Федеральным  законом  от 28.12.2017 N 426-ФЗ) 2. К некоммерческим организациям, указанным в  части 1  настоящей статьи, требование, установленное  пунктом 6 части 7 статьи 3  настоящего Федерального закона, при получении статуса саморегулируемой организации не применяется. 3. Требования настоящего Федерального закона не распространяются на страховщиков, которыми являются государственные учреждения, специальные учреждения при Правительстве Российской Федерации, а также иные некоммерческие организации, создаваемые Российской Федерацией для осуществления функций обязательного страхования. 4. Сведения о некоммерческих организациях, осуществляющих не менее одного года ко дню вступления в силу настоящего Федерального закона деятельность в статусе саморегулируемой организации кредитных потребительских кооперативов, созданной в соответствии с Федеральным  законом  от 18 июля 2009 года N 190-ФЗ ""О кредитной кооперации"", считаются внесенными в единый реестр саморегулируемых организаций в сфере финансового рынка со дня вступления в силу настоящего Федерального закона без соблюдения указанными организациями требований, предусмотренных настоящим Федеральным законом. 5. Саморегулируемые организации кредитных потребительских кооперативов, получившие статус саморегулируемой организации в порядке, указанном в  части 4  настоящей статьи, обязаны в течение четырех лет со дня вступления в силу настоящего Федерального закона представить в Банк России документы для приобретения статуса саморегулируемой организации в соответствии с требованиями, установленными  частью 4 статьи 3  настоящего Федерального закона. (в ред. Федерального  закона  от 28.12.2017 N 426-ФЗ) (см. текст в предыдущей  редакции ) 6. Требования настоящего Федерального закона не распространяются на кредитные потребительские кооперативы второго уровня, созданные в соответствии с Федеральным  законом  от 18 июля 2009 года N 190-ФЗ ""О кредитной кооперации"", и сельскохозяйственные кредитные потребительские кооперативы второго и последующих уровней, созданные в соответствии с Федеральным  законом  от 8 декабря 1995 года N 193-ФЗ ""О сельскохозяйственной кооперации"". 7. Требования настоящего Федерального закона распространяются на государственную корпорацию развития ""ВЭБ.РФ"" в части осуществления ею деятельности в качестве профессионального участника рынка ценных бумаг. (в ред. Федерального  закона  от 28.11.2018 N 452-ФЗ) (см. текст в предыдущей  редакции ) 8. Проекты базовых стандартов, предусмотренные  частью 3 статьи 5  настоящего Федерального закона, могут быть представлены саморегулируемой организацией в комитет по стандартам не ранее трех месяцев со дня вступления в силу настоящего Федерального закона. 9. Банк России устанавливает перечень обязательных для разработки саморегулируемыми организациями определенного вида базовых стандартов и требования к их содержанию в течение трех месяцев со дня приобретения статуса первой саморегулируемой организацией соответствующего вида. 10. Организации, объединяющие финансовые организации, указанные в  части 1 статьи 3  настоящего Федерального закона, и использующие в своем наименовании или при осуществлении своей деятельности слова ""саморегулируемая"", ""саморегулирование"" и (или) иным образом указывающие на наличие права осуществлять саморегулирование в сфере финансового рынка, в течение двух месяцев со дня вступления в силу настоящего Федерального закона обязаны приобрести статус саморегулируемой организации в соответствии с настоящим Федеральным законом, либо прекратить использование указанных слов в своем наименовании или при осуществлении своей деятельности, либо не указывать иным образом на наличие права осуществлять саморегулирование в сфере финансового рынка, за исключением случаев, предусмотренных настоящей статьей. 11. Утратил силу. - Федеральный  закон  от 03.07.2016 N 292-ФЗ. (см. текст в предыдущей  редакции )"
О саморегулируемых организациях в сфере финансового рынка,Статья 32. Взаимодействие саморегулируемой организации и федеральных органов исполнительной власти,"1. Федеральный орган исполнительной власти, осуществляющий функции по выработке государственной политики и нормативно-правовому регулированию соответствующего вида деятельности, может привлекать саморегулируемые организации для участия в рабочих группах в целях разработки нормативных правовых актов. 2. Представители федерального органа исполнительной власти, осуществляющего функции по выработке государственной политики и нормативно-правовому регулированию соответствующего вида деятельности, вправе присутствовать на собраниях (заседаниях) органов управления и специализированных органов саморегулируемой организации, а также на иных проводимых ею мероприятиях. 3. Не позднее десяти рабочих дней со дня, следующего за днем получения письменного запроса федерального органа исполнительной власти, осуществляющего функции по выработке государственной политики и нормативно-правовому регулированию соответствующего вида деятельности, если запросом не предусмотрен иной срок, саморегулируемая организация представляет предложения по вопросам, относящимся к ее компетенции."
